,names,scores,logfoldchanges,pvals,pvals_adj
779,EHD1,8.903447,1.3581358,5.413864817455883e-19,1.5678951078087263e-17
780,ATP13A3,8.903107,1.4970285,5.430493856531812e-19,1.570783658035789e-17
781,FAM53B,8.890137,1.19062,6.103358786735615e-19,1.7632506419011102e-17
782,SENP2,8.885439,1.3436729,6.366905445624879e-19,1.8371402106733986e-17
784,PTPRCAP,8.873921,1.2360213,7.061421138016331e-19,2.032569794153652e-17
785,MARCH6,8.868988,1.1016531,7.381379927994008e-19,2.1220792989091664e-17
786,DYNC1H1,8.858269,1.1294954,8.12663271468939e-19,2.3334904131972468e-17
788,CHST15,8.834751,1.7678425,1.00321449937188e-18,2.870166282263574e-17
789,RAC2,8.8199625,1.857003,1.1449834976220199e-18,3.271797275347764e-17
790,PTPRJ,8.8124895,3.2797446,1.2239707955245367e-18,3.493274810975289e-17
791,RNF13,8.812241,1.2752432,1.2266895902540208e-18,3.4968060868074455e-17
794,CYBB,8.804087,1.0716214,1.319218454365677e-18,3.746993162261501e-17
796,SGSH,8.798433,2.1744258,1.3873931743795712e-18,3.931169399145381e-17
797,CCDC191,8.77892,1.7157114,1.6505184042086989e-18,4.6599504658538184e-17
798,COPG1,8.777847,2.1502743,1.6663396324754159e-18,4.6989981296675313e-17
799,POLD4,8.773214,1.1019853,1.7363774806352298e-18,4.890658433822593e-17
800,LPIN1,8.769929,1.4045349,1.787790529816897e-18,5.029466016122553e-17
801,SPTBN1,8.745665,1.720019,2.2170627537139183e-18,6.222274931737172e-17
802,RIN3,8.744814,1.3088045,2.2338298781450558e-18,6.261886771242013e-17
803,FBXO3,8.7360325,1.2750286,2.4144053729033544e-18,6.760048637798086e-17
810,HMGN3,8.698236,1.3371226,3.370829707816609e-18,9.360199246305343e-17
813,SEC61A1,8.661892,1.5621097,4.639970964486105e-18,1.2839066198682945e-16
814,SNN,8.653163,1.0442865,5.009146042120907e-18,1.3844364640770466e-16
819,PEBP1,8.625221,1.1842428,6.3968894024023545e-18,1.7576924396379832e-16
820,YY1,8.624554,1.0731231,6.4343063106526286e-18,1.765917812213186e-16
822,CSGALNACT2,8.6107855,1.5363159,7.256148713245802e-18,1.9868547340921192e-16
823,MYNN,8.610563,1.5715525,7.270246154586798e-18,1.9884081110858889e-16
826,LPP,8.549759,1.4850422,1.2334573489494039e-17,3.357934695184865e-16
831,PGM2L1,8.5319605,2.5396104,1.4388863908606823e-17,3.890267523881407e-16
834,REPIN1,8.514619,1.2555804,1.6713849396007256e-17,4.498255271310825e-16
836,GMPPB,8.487594,1.4980882,2.1095956685087254e-17,5.664708369034294e-16
838,EMC6,8.478367,1.2923108,2.283764239798594e-17,6.118466214752124e-16
839,TMEM258,8.477922,1.0347338,2.292513294033934e-17,6.13494232189149e-16
840,CDC16,8.465554,1.5973575,2.5493687319543653e-17,6.806872192343765e-16
841,MFNG,8.456183,1.1856343,2.7626980645526943e-17,7.368131346625678e-16
842,PARP4,8.449928,1.1218951,2.9148227172620994e-17,7.765074559315726e-16
844,ATF6B,8.431605,1.098404,3.4095415127148276e-17,9.06254598250091e-16
846,NPHP3,8.398913,1.7122799,4.506294345525766e-17,1.1950793869375804e-15
848,ISY1,8.395838,1.2377867,4.625841118424407e-17,1.2240328241947452e-15
850,ATR,8.371429,1.4443128,5.692334185777054e-17,1.5011861875630816e-15
851,PTMA,8.367909,3.9174175,5.864958307534083e-17,1.5449844970170419e-15
856,IAH1,8.350464,1.440234,6.799554591656805e-17,1.781241809399285e-15
858,CPNE1,8.342205,1.0344353,7.29176365177065e-17,1.9059523529650348e-15
859,NARS,8.338436,1.089959,7.527939753331346e-17,1.9655084291800857e-15
861,LENG8,8.327953,1.1017329,8.225200617687472e-17,2.1428190969015166e-15
862,TAGAP,8.321933,1.183701,8.654023211799897e-17,2.25204972291194e-15
863,C16orf87,8.314892,1.290912,9.183589785611315e-17,2.387227639975593e-15
866,SMC6,8.303807,1.2078842,1.0082746751494353e-16,2.612327898743372e-15
868,PKN1,8.300823,1.035943,1.0339266777677302e-16,2.6729212897427972e-15
874,RFC1,8.26906,1.0634229,1.350195833725427e-16,3.467755414953346e-15
875,MCM5,8.265827,1.2507192,1.3872942536487136e-16,3.559163724877238e-15
877,ARHGDIB,8.260488,1.1539016,1.4507872756789436e-16,3.713983955298276e-15
879,CCT3,8.24473,1.3587285,1.6553326269842613e-16,4.228443289470728e-15
880,DNAJC19,8.243408,1.2126547,1.6737308385150607e-16,4.270818268267133e-15
881,BICD2,8.239155,2.0383935,1.7343118299064858e-16,4.4206222593177955e-15
883,YTHDF1,8.228894,1.2550586,1.8894921927711142e-16,4.805784938144031e-15
887,BEX4,8.210035,1.1179239,2.2112323681859281e-16,5.593967586955248e-15
888,FAM32A,8.204499,1.4018339,2.315535868576421e-16,5.8515624310502424e-15
889,ARL4C,8.200403,1.8847388,2.3958233397149357e-16,6.047980565485736e-15
890,CTBP1,8.198649,1.1878163,2.4310287781531236e-16,6.130296180635488e-15
895,PKIG,8.183271,1.304247,2.7623952854492694e-16,6.928885857859628e-15
896,DNM2,8.182473,1.0590122,2.7807638759653886e-16,6.967555176689073e-15
900,LSG1,8.171048,1.5884507,3.057220507036471e-16,7.627862117080533e-15
904,SHISA5,8.150827,1.2581581,3.614412567786921e-16,8.98010314078681e-15
907,ELP2,8.129757,1.092322,4.3015146943246707e-16,1.0653583560351019e-14
908,RBPJ,8.119955,1.1283987,4.663580239226835e-16,1.1526124019525759e-14
909,TRIP12,8.106619,1.08191,5.20479451348118e-16,1.2836861536227407e-14
913,DCUN1D1,8.087969,1.7476939,6.066787504692169e-16,1.490056040304363e-14
914,CD9,8.083507,2.9761927,6.293079834644586e-16,1.5440287249180476e-14
915,RIC3,8.082734,1.117448,6.333068325515555e-16,1.5522264972704427e-14
923,BIRC6,8.047935,1.0152175,8.420300970905904e-16,2.0468008631955927e-14
924,RECQL,8.040775,1.3109452,8.927157566764361e-16,2.167774691855342e-14
926,MYO1E,8.036169,1.9755363,9.269098065047074e-16,2.2461860536889738e-14
929,CCDC14,8.02689,2.2699075,9.997475034009407e-16,2.412785309076933e-14
930,REV1,8.020346,1.2560362,1.0544757762392962e-15,2.5422667769740662e-14
936,MVP,7.98997,2.016156,1.349713494354432e-15,3.234242396674889e-14
937,AP2S1,7.9828243,1.7091087,1.4302220541961776e-15,3.4236847003237707e-14
938,NDUFA2,7.9786105,1.0090475,1.4798997015035836e-15,3.539014453352491e-14
939,NLRC5,7.9781785,1.3868196,1.485085904647228e-15,3.547617836997928e-14
941,TMEM256,7.976189,1.0998876,1.50920593116208e-15,3.5981603629513707e-14
943,NADK,7.9693446,1.9207428,1.5951830116192436e-15,3.795474256375908e-14
944,ATP6AP2,7.966727,1.1952965,1.6293213549669418e-15,3.8727967715291765e-14
951,TMEM131L,7.9112625,1.0147076,2.547918579980217e-15,6.013852224327306e-14
956,PTK2,7.882221,1.2919309,3.2161156894240584e-15,7.553231703231448e-14
957,BLNK,7.8765283,2.2463562,3.3660259331561902e-15,7.897446332036338e-14
960,CLPTM1,7.8652077,1.1713268,3.684855124003141e-15,8.619785479865821e-14
961,ARPC5,7.864501,1.0915729,3.70571652559262e-15,8.660002688471546e-14
965,DMTF1,7.8504972,1.0679191,4.143903427494937e-15,9.645813865795168e-14
969,SSR3,7.8186297,1.4086913,5.3401515996135216e-15,1.2369342316553283e-13
972,MAPK1,7.793253,1.2366238,6.530567458461717e-15,1.508228803542778e-13
974,PDXDC1,7.7877564,1.1055924,6.820959220070363e-15,1.572217778040242e-13
976,ARPC1A,7.7847333,1.1990479,6.986053984146622e-15,1.6071328673276093e-13
978,FBRSL1,7.7830577,1.1343776,7.079222056769211e-15,1.6253976479175457e-13
980,JCHAIN,7.7755194,2.8303268,7.51383876065171e-15,1.7218362744433234e-13
981,TNF,7.775127,1.559044,7.537180765811677e-15,1.7255099671721924e-13
983,SNX4,7.760181,1.6677557,8.4808226624651e-15,1.937781774464315e-13
985,CDCA7L,7.7572756,1.3184894,8.677319773806232e-15,1.9788481026197923e-13
987,NDUFB5,7.740694,1.8398162,9.88757132567641e-15,2.2483270327547236e-13
989,LYPLA1,7.734569,1.0768014,1.0375404143311357e-14,2.354717923024788e-13
990,FAM214A,7.7319646,1.2181941,1.0589944204890366e-14,2.401099453103048e-13
991,NAA16,7.7258525,1.1152797,1.1110703897693472e-14,2.516755701509204e-13
994,LBR,7.6924534,1.0191114,1.4433985617754968e-14,3.260147009912636e-13
996,ATP6V1E1,7.6726,1.162067,1.6854453860194926e-14,3.7986641302030945e-13
1006,NHP2,7.6320157,1.3426121,2.3111108711557492e-14,5.155874280896895e-13
1008,BTAF1,7.6148057,1.0223331,2.640881600340971e-14,5.874903714688778e-13
1010,LDHB,7.6081705,1.1684511,2.780029389215908e-14,6.172815961774514e-13
1012,CHMP4B,7.6029353,1.0423845,2.894877252873541e-14,6.415754722964712e-13
1013,GRAP,7.6010118,1.6446388,2.938245920164192e-14,6.505761581016456e-13
1015,AP1M1,7.5903587,1.813884,3.190215825870847e-14,7.05043671704397e-13
1017,EXOC5,7.5785403,1.4560938,3.4946367460252624e-14,7.70877673985367e-13
1021,DYM,7.548505,1.2907672,4.40283177370771e-14,9.657996129630398e-13
1023,NUP210,7.538951,1.0513846,4.7376669734918006e-14,1.0363591619585446e-12
1024,AL137857.1,7.5338993,1.2846031,4.9247105470946107e-14,1.0762772503988343e-12
1025,TEAD2,7.5314913,2.9518964,5.016408258945256e-14,1.0953032760026353e-12
1027,COX4I1,7.51364,1.8627579,5.750559796332604e-14,1.2515977681845645e-12
1028,LINC-PINT,7.5135746,1.159836,5.753436336398985e-14,1.2515977681845645e-12
1032,DCTN6,7.505395,1.2625865,6.124369914523998e-14,1.3273967226125795e-12
1034,PMF1,7.495213,1.1042523,6.6190856568021e-14,1.4319915559807514e-12
1035,SYVN1,7.494179,1.1086389,6.671465098175489e-14,1.442001746449048e-12
1039,DNAJC4,7.4814057,1.1234407,7.3531840601467e-14,1.583551125653673e-12
1040,PGLS,7.478343,1.0730939,7.526545626682636e-14,1.6194079893034665e-12
1044,MXRA7,7.449904,1.5747805,9.340806131064263e-14,1.9988308894969154e-12
1046,RNF213,7.4266477,1.5085232,1.1138443105606069e-13,2.379191607435476e-12
1047,KDM7A,7.4225907,1.3741701,1.1485129711886985e-13,2.451026370611831e-12
1048,FAM160B1,7.4170938,1.3500369,1.197180148368637e-13,2.5525784139064986e-12
1049,BCAS4,7.4165835,1.2626393,1.201800753938815e-13,2.560117616896918e-12
1050,AP3D1,7.415942,1.326449,1.207630978761418e-13,2.5702176728318984e-12
1052,PCYT1A,7.4052105,1.5214545,1.309425240413917e-13,2.781850940548126e-12
1053,RARS,7.395971,1.2642038,1.4037880660729885e-13,2.9796411621871176e-12
1054,ECE1,7.3957744,1.3810985,1.405863760989997e-13,2.9813658895459928e-12
1056,SGTA,7.3929343,1.1863589,1.4362317158924395e-13,3.0403028870142825e-12
1060,BMF,7.373853,2.050146,1.657658636164947e-13,3.4964894360501562e-12
1063,RGPD2,7.366943,1.6618478,1.7458519516531617e-13,3.67266877137875e-12
1064,ITGB1,7.365582,1.2713989,1.7637590375017054e-13,3.707035134652961e-12
1069,GUCD1,7.3352976,1.2659538,2.2122950495022158e-13,4.625048720407511e-12
1071,ZNF804A,7.3158627,3.1712425,2.557331167982602e-13,5.336930818558211e-12
1076,CBX4,7.3037043,1.2317966,2.799509906383915e-13,5.816622563413692e-12
1077,ARHGAP12,7.2955117,1.7338698,2.9752611760347287e-13,6.176349123830053e-12
1079,SIMC1,7.2764173,1.1093181,3.4280251974592763e-13,7.103747035612932e-12
1081,LINC02245,7.269468,1.8466266,3.609067887074079e-13,7.46580449943992e-12
1082,API5,7.266968,1.1698883,3.67645835964725e-13,7.598550495862876e-12
1083,GTPBP4,7.264364,1.2545663,3.7479858451322753e-13,7.739607165586798e-12
1085,NMD3,7.2336864,1.3535302,4.700556194445764e-13,9.689714223362738e-12
1090,FCRLA,7.2207694,2.7225726,5.169426390676341e-13,1.060991053035945e-11
1095,SPAG9,7.2077737,1.0560476,5.687411083168707e-13,1.162250768796805e-11
1098,YPEL2,7.2045407,2.2351825,5.823972101907867e-13,1.1870743827403401e-11
1101,MXD4,7.183431,1.5539031,6.798339687738286e-13,1.3809054358837071e-11
1102,NOP10,7.178379,1.0019037,7.054269870357959e-13,1.4316589144459062e-11
1104,MPEG1,7.160266,1.7447574,8.052057467707983e-13,1.631353754594949e-11
1106,BTF3,7.151982,1.323496,8.553390647390211e-13,1.72995440831492e-11
1107,CNN2,7.146472,1.0176885,8.903654133948579e-13,1.7992546962635988e-11
1108,GGA1,7.146354,1.1737196,8.911293591510574e-13,1.7992580208761682e-11
1109,IER3IP1,7.143174,1.304161,9.120008182172594e-13,1.8398252403745275e-11
1110,PRKD2,7.13913,1.0112438,9.392351056770956e-13,1.8931482663788633e-11
1111,PAX5,7.1388946,1.2561672,9.408459389272388e-13,1.8947770218856327e-11
1113,LSM2,7.1370754,1.0134928,9.53376798560052e-13,1.9167421274627687e-11
1123,UBE2Q2,7.09458,1.1983619,1.297446033731835e-12,2.5864542849807857e-11
1124,ZNF22,7.0922637,1.152783,1.3193566080429495e-12,2.6279134193787117e-11
1126,GAPDH,7.0850134,1.4977915,1.3903084102256456e-12,2.7645702954133036e-11
1128,ARNT,7.083613,2.2863743,1.4044371770906863e-12,2.7879672574324194e-11
1130,HINT1,7.0625944,1.0510875,1.6342194571207881e-12,3.233234018979209e-11
1132,CDK2AP1,7.060527,1.2559493,1.6587252819570543e-12,3.2762253414253014e-11
1135,SMIM29,7.045542,1.1460043,1.8474136555525526e-12,3.63673932543844e-11
1138,HADHB,7.019694,1.2101443,2.2235464428662128e-12,4.3662534684668234e-11
1139,TCIRG1,7.019524,1.0103992,2.2262555565131294e-12,4.367939310089725e-11
1140,SPG7,6.9920664,1.411367,2.7086652389323473e-12,5.3100187404086545e-11
1143,MYEF2,6.981217,1.2335733,2.926339669523722e-12,5.717747948656325e-11
1144,SLC9A7,6.9788876,1.2687503,2.9752680265744048e-12,5.8085402176373594e-11
1145,RTF2,6.9760737,1.0292016,3.0354374137946144e-12,5.921109857668948e-11
1149,JUN,6.955644,1.7209108,3.5095479033450006e-12,6.823382138603958e-11
1151,RASA3,6.9515476,1.02428,3.6130006662819853e-12,7.012965026830074e-11
1153,CHMP1A,6.949192,1.1502738,3.673842284543781e-12,7.119351349925028e-11
1154,MIEN1,6.937675,1.1003098,3.986052011007712e-12,7.718029993093931e-11
1156,AP1S3,6.9266553,1.2711865,4.309063375028762e-12,8.329797120458956e-11
1158,PRRC2B,6.924954,1.033528,4.361169437167045e-12,8.416736077306113e-11
1159,FCRL1,6.915688,1.0403777,4.655975158040722e-12,8.978348174447316e-11
1160,TIPARP,6.910362,1.4490403,4.834198763076727e-12,9.3144157881551e-11
1162,CRYM,6.9052577,3.36265,5.011244502522378e-12,9.639804726408776e-11
1166,CYB5R2,6.881478,2.8287587,5.923487779860472e-12,1.135760211763174e-10
1167,PARVG,6.8807187,1.1629151,5.955140233456369e-12,1.1409023939145346e-10
1172,PSMB7,6.8664403,1.0341964,6.5823764444530626e-12,1.255972766519205e-10
1173,COL9A2,6.8615193,2.1059253,6.813200057287463e-12,1.298965758902714e-10
1174,S100A4,6.860106,1.8699406,6.8809543304514374e-12,1.310824576768727e-10
1176,NDUFV1,6.8565593,1.043867,7.053887917298043e-12,1.341602872779901e-10
1178,ELL3,6.8465867,2.489201,7.563290566017033e-12,1.4361733485897027e-10
1191,GTF2I,6.787209,1.2124476,1.1432366445961811e-11,2.1466837328881195e-10
1193,DVL3,6.780403,1.4922465,1.1984080596442253e-11,2.246705753120147e-10
1194,C11orf24,6.778466,1.6694437,1.2145818561039725e-11,2.2752202817160367e-10
1197,AAMP,6.7702346,1.2790536,1.2857388083156154e-11,2.4027943858015416e-10
1201,HSH2D,6.7338643,1.1575564,1.6521509385159043e-11,3.0777994160845217e-10
1207,LY75,6.713265,1.5705941,1.903172304095628e-11,3.525947872336665e-10
1212,SLC35B2,6.7048235,1.9842201,2.0165003067883647e-11,3.7213023253421244e-10
1214,TIMM13,6.702206,1.803538,2.0529640049088812e-11,3.7826783300440537e-10
1215,HEXA,6.697769,1.086177,2.116249799521677e-11,3.896243683159917e-10
1217,NCK1,6.690087,1.3053433,2.230379717326055e-11,4.0999729336485105e-10
1219,PCSK7,6.686789,1.0762368,2.2812047794578115e-11,4.186879969637848e-10
1224,CAPRIN1,6.682562,1.1317065,2.3480102258735775e-11,4.289480291121831e-10
1227,ZNF737,6.6701417,1.0176585,2.5555648556690942e-11,4.6506551494493165e-10
1231,ATP2A2,6.663886,1.2085408,2.666804487636721e-11,4.838169586601808e-10
1232,MSL2,6.659188,1.2302989,2.753453729711156e-11,4.991533669921076e-10
1233,HMGA1,6.6589,1.0355073,2.758852405673308e-11,4.997482220345901e-10
1234,CARHSP1,6.654306,1.4451824,2.846400289728894e-11,5.14816751252652e-10
1240,IMMT,6.565586,1.1612563,5.1828550086054145e-11,9.324003564642805e-10
1241,PRDX1,6.5639896,1.2355845,5.2386870208750823e-11,9.417268069589839e-10
1242,ACAA2,6.5631914,1.7335206,5.266823234418835e-11,9.46064146133849e-10
1244,UPF3A,6.5608225,1.13379,5.351182283374607e-11,9.597565002620886e-10
1245,SPG21,6.5596313,1.093605,5.394092728864295e-11,9.667180765329077e-10
1248,CCNL2,6.540262,1.0104413,6.141113542446062e-11,1.0980962344117758e-09
1249,HNRNPAB,6.5397124,1.0432551,6.163725881837194e-11,1.1013052383724701e-09
1251,LRPPRC,6.5279336,1.1528906,6.668320831362495e-11,1.188764173584962e-09
1253,SYTL2,6.5254602,3.0388625,6.779307848392043e-11,1.2067270222141584e-09
1254,CD151,6.523955,2.0543814,6.847721553905218e-11,1.2179862233370374e-09
1255,XPNPEP1,6.5171494,1.5022112,7.165593711190477e-11,1.2735655750393736e-09
1256,UBA1,6.511365,1.2017999,7.447094551358084e-11,1.3226017509082382e-09
1257,ZNF880,6.509716,1.4312905,7.529303146764344e-11,1.3361965576923218e-09
1259,BSG,6.508734,1.0447925,7.578657472036425e-11,1.3429358281717397e-09
1260,FBXW7,6.5057373,1.1428918,7.731318485850856e-11,1.3689595665531714e-09
1261,MAP7D1,6.504311,1.4893886,7.805034781360134e-11,1.3809762814426029e-09
1262,MRPL3,6.5035386,1.0527036,7.845222507267845e-11,1.387047092427288e-09
1267,PTPN12,6.494482,1.2521367,8.331948051657659e-11,1.467604252711013e-09
1270,ASMTL,6.4889855,1.3119036,8.64162954822191e-11,1.518751915314086e-09
1272,ZNF385C,6.478542,3.2889462,9.261333517707564e-11,1.6252435317356998e-09
1276,UBA52,6.4710817,2.3578403,9.730369442392982e-11,1.7024900663365572e-09
1277,PIAS2,6.4609914,1.5271312,1.0401919386836277e-10,1.8186407650925675e-09
1290,TCEAL4,6.408563,1.0656633,1.4689739207648688e-10,2.5438144865600293e-09
1291,TM2D3,6.4080133,1.0697432,1.4742783763299566e-10,2.5511284836155398e-09
1301,GRK3,6.3828726,1.3630869,1.7379653715940825e-10,2.9855310528191507e-09
1302,SUMF2,6.3815374,1.0107273,1.7531861522321182e-10,3.0094874728097955e-09
1305,CYSTM1,6.3714995,1.1117773,1.8718880585916787e-10,3.206253544770638e-09
1308,CREB3L2,6.3556376,2.39212,2.075638393159916e-10,3.547523026339862e-09
1309,SLC23A2,6.353766,1.3345759,2.1010622856141886e-10,3.588377216161483e-09
1316,PSME4,6.343414,1.0449271,2.2472852574680596e-10,3.8187670217436e-09
1319,STAM,6.3322763,1.054397,2.415700102415986e-10,4.096104131991703e-09
1320,MBD1,6.332041,1.0737584,2.419392261737805e-10,4.099419637745687e-09
1322,RNF168,6.3313866,1.4560689,2.429677203520943e-10,4.110944160193893e-09
1329,ZNF506,6.295017,1.1457223,3.073669381158239e-10,5.174594750604701e-09
1330,TMEM263,6.292399,1.4399065,3.125964647754001e-10,5.258884075619222e-09
1334,PSMB2,6.2785,1.0111344,3.418544320654859e-10,5.734747803867565e-09
1338,AL133415.1,6.2682266,1.8870198,3.6518302183634094e-10,6.108727756486999e-09
1341,TTC14,6.246043,1.1658007,4.2098015397095376e-10,7.022186978216553e-09
1345,GNL3,6.23717,1.1063863,4.4555727275385057e-10,7.411196834960631e-09
1347,BEX3,6.233401,3.1132255,4.564159187646695e-10,7.58112943744018e-09
1350,NUTF2,6.2288594,1.2915076,4.698425026674772e-10,7.787705470828978e-09
1352,NDUFB2,6.22208,1.1318408,4.90605678295361e-10,8.12045289257041e-09
1360,MRPL28,6.1722827,1.1015986,6.73110243707581e-10,1.1071373576466922e-08
1362,ZNF101,6.169966,1.4151759,6.830460148843683e-10,1.1219161509614297e-08
1368,GFM1,6.14955,1.367113,7.770319540626006e-10,1.270983036156588e-08
1372,UBR2,6.1287146,1.0258483,8.859188458728652e-10,1.4450824132092078e-08
1375,TBPL1,6.1190953,1.0366912,9.410809963649634e-10,1.531583868589328e-08
1376,NDUFS2,6.1190166,1.1665148,9.415448007978286e-10,1.531583868589328e-08
1378,RBBP8,6.11407,1.0770619,9.712182381435804e-10,1.5776781882245648e-08
1381,ATP6AP1,6.1034036,1.4005781,1.0383327628445242e-09,1.6832258380095676e-08
1383,CLPTM1L,6.100367,1.0091463,1.0582506993524102e-09,1.711987063523985e-08
1384,PTCD3,6.099883,1.1410224,1.0614615213856517e-09,1.71600522529216e-08
1388,MGAT4B,6.0866256,1.1899623,1.1531534681866551e-09,1.858331308219177e-08
1393,EIF4E2,6.083406,1.2315445,1.176559907347581e-09,1.8904250165503712e-08
1412,APP,5.9943852,2.023052,2.0425674466621955e-09,3.239967704540847e-08
1417,CCDC69,5.9742045,1.1335396,2.3121584857032567e-09,3.652869928919275e-08
1430,RAB43,5.9382925,1.9763933,2.880060119121529e-09,4.510820105615491e-08
1432,TMEM159,5.919054,1.7700107,3.2379886483705418e-09,5.064694901755461e-08
1435,MRPL44,5.9056654,1.0036151,3.512261028652761e-09,5.482797424556291e-08
1437,LRCH3,5.9019356,1.4746498,3.5926157201475685e-09,5.600826211535208e-08
1442,DDB1,5.8563,1.1316593,4.73293957453639e-09,7.339787961746545e-08
1443,NOSIP,5.8513393,1.0080918,4.876296895946246e-09,7.55713956894414e-08
1444,WDFY1,5.8450575,1.3123413,5.063932064589439e-09,7.842781398983238e-08
1451,G3BP1,5.819406,1.2342573,5.9057066658433435e-09,9.104663254990231e-08
1459,TMED3,5.79861,1.3834072,6.686674340560669e-09,1.0255073064343954e-07
1460,BTK,5.7962675,1.1007136,6.780704547447844e-09,1.0392530482689057e-07
1463,MCUB,5.788546,1.1004196,7.099830850859353e-09,1.0860486556891336e-07
1467,MAP1LC3A,5.7800784,1.3449537,7.466581117854079e-09,1.1391966006768573e-07
1473,GLUL,5.7654076,2.0674381,8.146081404047658e-09,1.2380679934303726e-07
1475,GMPS,5.7582226,1.009873,8.500430978233454e-09,1.2894323417689218e-07
1477,ITM2C,5.7539034,2.6849542,8.720591923755965e-09,1.3211304953556613e-07
1481,SND1,5.73706,1.0584478,9.633412017837802e-09,1.4556813307107917e-07
1486,TRAPPC8,5.71773,1.0292081,1.0795656849972983e-08,1.6261001188890384e-07
1487,NDUFS4,5.7165127,1.0756348,1.0873231065361441e-08,1.6367402604319267e-07
1488,SMC4,5.7101393,1.0861228,1.1288382200524157e-08,1.6981496818290102e-07
1489,GMEB2,5.7097464,1.1482447,1.1314453773953388e-08,1.7009875950740243e-07
1490,RNF44,5.707718,1.0100052,1.1450091856714179e-08,1.7202833742458608e-07
1496,L1TD1,5.694853,3.200873,1.2347822250408534e-08,1.845760915619966e-07
1500,KIF13B,5.690246,1.3396924,1.2685627606020254e-08,1.8914647402709795e-07
1501,INPP5K,5.685757,1.1494626,1.3023425035704525e-08,1.9406054363493303e-07
1502,CLEC17A,5.681648,1.35891,1.3340313345911576e-08,1.9865704473410154e-07
1505,CHFR,5.6748686,1.0424371,1.3879519950535425e-08,2.0629616460484108e-07
1506,COPDA1,5.6745806,1.8137872,1.3902883212596905e-08,2.0651337474318737e-07
1509,ATP6V0A1,5.6668983,1.8247437,1.4540559141594805e-08,2.1544307433713882e-07
1514,TUSC2,5.6557217,1.1546384,1.5519282797532367e-08,2.292250512328889e-07
1519,PI4K2A,5.639559,1.3038607,1.7048658263822165e-08,2.5102899625763857e-07
1524,SPATA20,5.630358,1.2466633,1.798357639692176e-08,2.6397161299536337e-07
1525,PTPN18,5.6266937,1.3775762,1.836964937600793e-08,2.69470997030401e-07
1526,OGDH,5.611761,1.1187568,2.0027800308207597e-08,2.936125283693316e-07
1529,WSB2,5.6064734,2.060309,2.0649044255320317e-08,3.0215709334056134e-07
1533,THAP12,5.594564,1.0550603,2.211768155117758e-08,3.228470239037999e-07
1541,CHD3,5.5749197,1.4560034,2.4764391874148124e-08,3.5970088701878043e-07
1545,SEL1L,5.5545297,1.0316175,2.7836037004792817e-08,4.028289279117872e-07
1547,MCM3AP,5.5484834,1.10898,2.8815858584564773e-08,4.16497679223198e-07
1549,PTBP2,5.5432353,1.013537,2.9693370409706934e-08,4.28656037786124e-07
1551,CCNQ,5.5398846,1.1913487,3.0267077995652624e-08,4.364043017296205e-07
1552,MAN1A1,5.5380263,1.4944465,3.0589928334124085e-08,4.4079003569617266e-07
1556,DESI2,5.5308676,1.043123,3.186509542328871e-08,4.5804619200723716e-07
1557,SELL,5.529834,1.0426886,3.20534699853433e-08,4.6022779576156175e-07
1559,DCLK2,5.529585,2.844419,3.209893615559741e-08,4.605660729973044e-07
1569,POLR2L,5.50201,1.3637413,3.7548626979384864e-08,5.355046783047861e-07
1571,IL21R,5.4985285,1.6398144,3.82973752621997e-08,5.451947818538598e-07
1573,BX284613.2,5.488569,4.313705,4.052031796780088e-08,5.761452198759062e-07
1575,PIK3R4,5.484263,1.3796396,4.1519634473082234e-08,5.896437620145366e-07
1576,HIST1H2BK,5.4840407,1.7618328,4.1571915006867226e-08,5.900312146164084e-07
1579,GPR160,5.4659276,1.5507511,4.604921375669448e-08,6.512280361289753e-07
1581,SMPD1,5.4650903,1.720709,4.626718478563283e-08,6.535274461372183e-07
1584,BANF1,5.4556932,1.2912282,4.878213617190507e-08,6.878164635994476e-07
1592,VAT1,5.410751,2.1040888,6.27609770733073e-08,8.801826154850102e-07
1598,OAS1,5.390976,2.8589525,7.007606640254587e-08,9.78701417336858e-07
1600,ABCB4,5.3869057,1.4142851,7.16810076614268e-08,9.999331110122086e-07
1601,NPLOC4,5.3855186,1.1200747,7.223612124637138e-08,1.007081612391083e-06
1603,RASGRP3,5.3797994,1.6019502,7.456894543769122e-08,1.0383780644046172e-06
1607,GET3,5.3663845,1.248918,8.033054327681045e-08,1.1157232285141e-06
1609,CD2BP2,5.3621573,1.0583901,8.223384049214939e-08,1.141073096493946e-06
1611,ZSCAN16-AS1,5.356006,1.4611353,8.508154657599463e-08,1.1792012588568416e-06
1614,AC092902.4,5.3386655,1.4887114,9.363324133269821e-08,1.2954427873245462e-06
1616,ZBP1,5.3232617,1.3567511,1.0192304095884108e-07,1.408483334749137e-06
1620,MRPS22,5.3141656,1.0873824,1.0714704909716984e-07,1.477214836355432e-06
1622,KDM3A,5.306588,1.3686067,1.1169616240401043e-07,1.5381356599894156e-06
1627,HSD17B10,5.30346,1.0857215,1.1362795861756709e-07,1.5601865661724469e-06
1630,ARMCX6,5.299377,1.2233464,1.1619850604719309e-07,1.5927022870103939e-06
1631,PIK3C3,5.2949533,1.2510753,1.1904675646572333e-07,1.6307954688685245e-06
1638,TEPSIN,5.281578,1.1670045,1.2807589545101424e-07,1.7473846013469878e-06
1642,SYNE3,5.25963,1.6670669,1.4434521530961434e-07,1.964809756028159e-06
