,names,scores,logfoldchanges,pvals,pvals_adj
54,CKAP4,7.652969,1.9758301,1.9639140318817222e-14,2.7428557925742186e-12
55,B4GALT1,7.6268454,1.7930454,2.4056773348464832e-14,3.3400707137871495e-12
56,PIGR,7.5442405,5.9603276,4.549317924457593e-14,6.171123619021411e-12
57,CCNL1,7.525596,1.7985053,5.2480242236911434e-14,7.078235185816117e-12
58,JUNB,7.4870434,2.6167479,7.044231530562959e-14,9.44687481908395e-12
59,HMGN3,7.4572353,1.413298,8.835681633529861e-14,1.1650759418782419e-11
60,COL9A3,7.4207172,2.928948,1.1648758564491602e-13,1.5274758244316404e-11
61,ZBTB32,7.322988,2.5064573,2.425092285131407e-13,3.127838973003093e-11
63,BICD1,7.2827854,2.0506706,3.269969640032971e-13,4.1273311985934875e-11
64,PAK2,7.252757,1.5779619,4.083716409385631e-13,5.0998919794036534e-11
65,RALGPS2,7.2312536,3.194327,4.785561122390309e-13,5.913801003758034e-11
66,NEAT1,7.1740017,1.8096772,7.283663527354609e-13,8.90758084125134e-11
67,OAS1,7.0739627,2.0404336,1.5057081493031742e-12,1.8132259922450422e-10
68,USP15,7.016216,1.1884202,2.279575113110444e-12,2.676856288295811e-10
69,ETV6,7.0139613,1.6213474,2.3166373163217216e-12,2.7069104246109704e-10
70,RNF144B,6.928111,2.6000712,4.264965624494437e-12,4.910535787070351e-10
71,RGCC,6.8760843,5.322627,6.152014831815439e-12,7.014782902190328e-10
72,PFDN5,6.875204,3.1789155,6.190110396389093e-12,7.024287292594796e-10
73,CBLB,6.8541403,1.8666888,7.174255713696641e-12,8.102103234946499e-10
74,AC008105.3,6.842371,1.8066092,7.78929515960289e-12,8.754796840576524e-10
75,ST6GAL1,6.8367066,1.4424297,8.103452484059917e-12,9.064729335605035e-10
76,EIF1B,6.7333126,1.1832715,1.6584331523107557e-11,1.8206510555344544e-09
77,OSBPL10,6.6820006,1.4765936,2.3570220639366427e-11,2.540310126716739e-09
78,SHMT2,6.6118245,1.3197311,3.796116352105159e-11,3.964590011448588e-09
79,TRBC2,6.5917506,1.4615407,4.3466985060509565e-11,4.519609023714569e-09
80,ATP5MC2,6.584986,2.387083,4.549277512380377e-11,4.709499873890966e-09
81,PRR13,6.5616126,1.4533913,5.3228983762366476e-11,5.438803912307948e-09
82,CCDC88A,6.5087056,3.228611,7.580110542967809e-11,7.678684512689666e-09
83,ATF7IP,6.4800525,1.5275363,9.169084131323132e-11,9.24862789536837e-09
84,HCST,6.4672933,1.918933,9.977405995341812e-11,1.0021136753534163e-08
85,KDM5A,6.450189,1.2087197,1.117107332600864e-10,1.1172493377702624e-08
86,RUBCNL,6.393102,1.3032217,1.625533740064437e-10,1.6053335927506655e-08
87,NR4A1,6.369179,4.123621,1.9004302988127164e-10,1.8689940142865227e-08
88,HCLS1,6.3671436,1.3927034,1.925805306485515e-10,1.878296803676761e-08
89,CLEC2D,6.3580694,1.530616,2.0430518102466497e-10,1.984450694537106e-08
90,CHST2,6.314127,2.9531875,2.716908431348255e-10,2.5962424981827068e-08
91,AC092821.3,6.2875633,3.1564732,3.2248711660356656e-10,3.056892937025695e-08
92,ATP6V0B,6.2831087,1.144904,3.3186871313874537e-10,3.133238894485523e-08
93,FCGRT,6.2337217,1.8663716,4.5548214560346797e-10,4.2493063567899816e-08
94,SRRM2,6.2184877,1.3047724,5.019698386824337e-10,4.628122696258392e-08
95,SRGN,6.1843896,2.0287502,6.23432582926213e-10,5.659568944156695e-08
96,CD84,6.176305,2.2400572,6.561917198890903e-10,5.934135312085133e-08
97,DGKG,6.124773,3.6303,9.081298794731201e-10,8.058116370377464e-08
98,MTSS1,6.1204834,1.0509232,9.329199548280891e-10,8.247082282324865e-08
99,PPP1CC,6.073956,1.2870709,1.247969729262861e-09,1.0950122498063682e-07
100,NFATC2,6.071261,1.638917,1.2690964383082502e-09,1.1094253049403566e-07
101,VOPP1,6.0136795,1.2459075,1.813589430199148e-09,1.5737555632717092e-07
102,GOLGB1,6.005375,1.474014,1.908902429786012e-09,1.6443731405196802e-07
103,GPM6A,5.9966855,1.8959233,2.0138559446518475e-09,1.72221166165281e-07
104,COL9A2,5.985796,2.8772748,2.1533400324810843e-09,1.8282476541960802e-07
105,CCDC50,5.9784813,1.2744329,2.25227160654244e-09,1.9053894885025525e-07
106,LRRK2,5.9667673,1.5081102,2.420002964284063e-09,2.0255081548225793e-07
107,GAPDH,5.91738,2.099856,3.2711019530139312e-09,2.718585190034782e-07
108,SCAF11,5.9055557,1.1467128,3.5145986474683346e-09,2.910704276357723e-07
109,SIGLEC6,5.882237,2.8899767,4.047578775251405e-09,3.340384679449612e-07
110,FCRLA,5.8643084,1.1626053,4.510091583253143e-09,3.68344953769979e-07
111,SLC23A2,5.799082,1.7227618,6.667893365393966e-09,5.353139017122237e-07
112,COX6A1,5.785223,1.233091,7.241629206113329e-09,5.774465342969356e-07
113,SLAMF1,5.7719135,2.6204484,7.837632287945774e-09,6.20777298296591e-07
114,SIPA1L3,5.7213717,1.4368626,1.0566755897528731e-08,8.341375901316743e-07
115,ARHGAP25,5.716367,1.2137544,1.0882570240578777e-08,8.562043512946029e-07
116,DAZAP2,5.715487,1.10648,1.0939038241988742e-08,8.577877728427252e-07
117,NIBAN3,5.714497,1.4205548,1.1002905132430475e-08,8.599389729826375e-07
118,MIR3681HG,5.7025075,5.7636294,1.1805764324492399e-08,9.19641766834964e-07
119,SMARCC2,5.6706643,1.2512794,1.4224474744378041e-08,1.0936165387347065e-06
120,PTPN12,5.663515,1.377312,1.4830330644643241e-08,1.1364944617062156e-06
121,CIB1,5.621497,1.2181108,1.8930942959793028e-08,1.4367429153697583e-06
122,IKZF3,5.592789,1.1795732,2.234507823620228e-08,1.6904194923368027e-06
123,DRAP1,5.5848145,1.1919695,2.3394983861378334e-08,1.758572624458958e-06
124,ARL4C,5.5516515,1.5905979,2.829834813318087e-08,2.105027437607507e-06
125,FBXO21,5.4988546,1.4032532,3.822664442602035e-08,2.793385412963958e-06
126,MEF2A,5.475866,1.3228192,4.3537752565814286e-08,3.161912534802814e-06
127,IL10RA,5.4125643,1.4774665,6.21284628684875e-08,4.416922015315996e-06
129,COX14,5.365157,1.1144396,8.087871765359198e-08,5.71551009813692e-06
130,SMC4,5.335404,1.6602236,9.53320557523513e-08,6.676921400364236e-06
131,FUT8,5.3099403,1.447493,1.0966103792563445e-07,7.590409026858504e-06
133,CDK14,5.300976,1.3712643,1.1518522618685017e-07,7.903246783977397e-06
134,CLIP1,5.284752,1.5760843,1.2587519570761175e-07,8.562052577195275e-06
135,CD47,5.2581334,1.0176264,1.45524858951261e-07,9.870181740881073e-06
136,EGR3,5.2540636,5.556388,1.4877935003791797e-07,1.0033254282699936e-05
137,AC004687.1,5.233165,1.0433129,1.6663190177939352e-07,1.1141679256937749e-05
138,EP400,5.1941724,1.4041958,2.056327046979085e-07,1.3671968250661223e-05
139,OGT,5.1909823,1.0634936,2.0918737810451076e-07,1.3869240689327998e-05
140,HCK,5.1590843,1.8516119,2.481605901997117e-07,1.6135907466897508e-05
141,TEAD2,5.1553445,3.4044225,2.5316505923074703e-07,1.6371109295954306e-05
142,ACP5,5.1354356,1.0456736,2.814911746780174e-07,1.805444618457947e-05
143,BAZ2A,5.125316,1.0869212,2.970387376730001e-07,1.9000014431695992e-05
144,SGPP1,5.122401,1.4184864,3.0166882165603293e-07,1.924402485823607e-05
145,TRAC,5.112557,2.0045385,3.178270535218577e-07,2.0220140011526708e-05
146,MCOLN2,5.0590453,1.8483436,4.213611838065957e-07,2.6172073740492312e-05
148,CREB3L2,5.0498056,2.4082322,4.422597834245019e-07,2.715245222106712e-05
149,GNAI2,5.0495305,1.2234931,4.4289683960135744e-07,2.715245222106712e-05
150,CD52,5.041061,4.220105,4.629574677432661e-07,2.8235620442233356e-05
151,ARPC3,5.0364413,1.9519192,4.7426614137409994e-07,2.8850782821785774e-05
152,CD19,5.0181823,1.079849,5.216261504394877e-07,3.1488342784714134e-05
153,EEA1,4.990519,1.4554788,6.021724393718033e-07,3.598247110504474e-05
156,ARHGAP9,4.97534,1.2817634,6.513321799151934e-07,3.843348360634578e-05
157,POF1B,4.9631305,2.395058,6.936586812954661e-07,4.0828992156151835e-05
158,PARP4,4.956751,1.1994727,7.168171893713757e-07,4.198271990256223e-05
159,NCOA3,4.925073,1.1221901,8.43289008170803e-07,4.902500113264892e-05
161,NKTR,4.870791,1.0207741,1.111523182700439e-06,6.367786815844286e-05
162,WNK1,4.8669415,1.0618348,1.1333866933735402e-06,6.477318674018321e-05
163,PYCARD,4.856657,1.0470186,1.193841852298258e-06,6.806340396085937e-05
164,RBM5,4.831908,1.1191559,1.3523050850124153e-06,7.652891492512996e-05
165,TFRC,4.8240438,1.525408,1.4067649731426597e-06,7.924552186416754e-05
166,STAG3,4.785381,1.0290513,1.7066322563005214e-06,9.500387062608774e-05
167,DTX3L,4.7460585,1.5902885,2.0741889452949407e-06,0.00011438570484999178
169,ARID5B,4.636725,1.0096377,3.5397331305216853e-06,0.0001916245896323471
170,CD22,4.6255054,1.2772732,3.7368610251537277e-06,0.00020153281617768485
171,TNFRSF1B,4.5921774,1.3363817,4.3864540673607985e-06,0.00023530335307253848
172,AC007569.1,4.5905824,1.3678713,4.420108750629064e-06,0.0002365710359208567
174,ZFP36L2,4.5636888,1.4281977,5.026252287234125e-06,0.0002677982680261559
176,RNH1,4.5354757,1.0620284,5.747381479546164e-06,0.0003021279400038488
178,MPEG1,4.512432,1.2586234,6.408849338405952e-06,0.000333925101400432
179,AKAP13,4.5062723,1.0797622,6.59764019871408e-06,0.00034225077276977677
180,CARD11,4.4496255,1.3553311,8.602009922133415e-06,0.0004404191761217245
182,LILRA4,4.4206424,2.6782312,9.840794557120658e-06,0.0004973710362563574
183,ETNK1,4.392264,1.0318124,1.121763798831219e-05,0.0005621441813973092
185,MNDA,4.360531,1.171567,1.2974730046743146e-05,0.000646081336061769
186,CAMK2D,4.356901,1.0024333,1.3191687475807116e-05,0.0006541247888476372
187,GNPTAB,4.3481565,1.3976214,1.3728659903910374e-05,0.000679324024553452
188,NR4A2,4.342162,2.3306582,1.4108750312521028e-05,0.0006966712000553009
190,NRROS,4.3296227,1.3548058,1.4936507785467277e-05,0.0007344716526258002
191,CD96,4.322143,1.4741939,1.5452093620081072e-05,0.0007551051049995312
193,ZFP36L1,4.289475,1.2228122,1.7909599593245165e-05,0.0008539803620189204
195,PTPRJ,4.272096,1.2353743,1.936441879271458e-05,0.0009159486508305457
196,CXCR3,4.2683563,1.5062231,1.969187068123114e-05,0.0009281764794165327
197,PPM1M,4.2628016,1.4424504,2.018798180115925e-05,0.0009491970805831908
198,FBRSL1,4.258567,1.5738071,2.057417677766125e-05,0.0009616085039270068
200,H3F3B,4.2461925,2.4505963,2.1743384863588944e-05,0.0010082693770830842
202,UBASH3B,4.2340384,4.9440155,2.295319287362494e-05,0.0010622827674434696
203,S100A11,4.2269435,1.0439814,2.3688699836939828e-05,0.0010920398090845523
204,CCDC141,4.222764,1.600809,2.413246250391812e-05,0.0011081683122178589
206,UBC,4.2146244,1.7376757,2.501942928790118e-05,0.0011436237549356915
209,RASSF3,4.188941,1.3177756,2.8025945735707924e-05,0.0012696667892512748
210,IQSEC1,4.187181,1.0080247,2.82440667222227e-05,0.001277097139549085
212,DOK3,4.1453834,1.3234916,3.3924564445158415e-05,0.0015136512185237696
215,SOX5,4.0542536,2.8322582,5.0294614422339514e-05,0.0021662477814059847
218,TUBB6,4.0397344,1.3972224,5.351173614067165e-05,0.0022814553631738113
224,RUBCN,3.962409,1.1594042,7.41972809016228e-05,0.003051007702301399
228,ARHGEF3,3.9312258,1.2628814,8.451383097543321e-05,0.0034215779631443393
230,USP4,3.8969078,1.0950538,9.742866815279815e-05,0.0039042595151281743
234,PTPN11,3.8448808,1.006506,0.00012061101177673611,0.00473674161558453
238,CCDC14,3.7511113,1.0770782,0.0001760524871181481,0.006691412002334379
239,ARMH1,3.7498465,1.3796458,0.00017694290240760256,0.0067144426455412265
241,TWF1,3.7387922,1.1952319,0.00018490658426051097,0.006982960173281345
242,CALCOCO1,3.7271328,1.1965109,0.00019367046589081695,0.007259045428374505
244,CD83,3.722898,1.1526958,0.0001969491063124941,0.00736702021599651
247,IFNLR1,3.705079,2.1276803,0.00021132483060074285,0.007842610026209644
249,FTL,3.6966095,3.6182468,0.00021849801656460382,0.008070749115765797
255,AC011446.2,3.6687262,2.1244278,0.00024376201107509214,0.008851561149854461
256,SBNO1,3.6652064,1.21427,0.0002471392290871113,0.008946667521691853
259,ATR,3.6241786,1.0912894,0.00028988107996792066,0.010319853892130967
261,PARP9,3.6155443,1.345873,0.0002997172686569969,0.010606037019656818
263,CYB561D2,3.5789163,1.0726426,0.0003450218220632893,0.012084961025914416
266,PARP3,3.5648923,1.3054752,0.0003640057609182596,0.01267201766217357
273,CYFIP1,3.5017009,2.2053497,0.00046229830773625145,0.015684097994084094
275,UCP2,3.4914715,1.0758693,0.00048036774001536034,0.01622048607665601
278,VAMP1,3.4720576,1.5942005,0.0005164854769897911,0.017169868610408506
279,PTPN22,3.4705727,1.0394424,0.0005193497282039332,0.017240803987056873
284,INPP5F,3.43169,1.3539809,0.0005998328587162859,0.01966368745038958
285,MEX3C,3.42828,1.2717392,0.0006074182512389641,0.01986524007343985
295,OPA1,3.3694885,1.014483,0.0007530780776794637,0.02369986915662451
296,PITPNM2,3.364704,2.9331253,0.0007662585056579804,0.024050531262028337
298,CHFR,3.343915,1.258992,0.0008260501717232119,0.025721981798394418
305,CSRNP1,3.3055272,1.5488367,0.0009479786089036645,0.029020932692546294
306,AP1S3,3.3044825,1.299241,0.0009515195567199199,0.02903920937945959
308,STAC3,3.3037674,2.5928965,0.0009539493651567698,0.02905298950425192
315,TLR9,3.2872133,1.4700723,0.001011841288288473,0.0305012642751888
316,ARID3A,3.26054,1.3530859,0.0011120030289910297,0.03318155182462108
317,EGR2,3.2541604,5.4053764,0.0011372807924795061,0.03385023776153062
319,MAN2B2,3.2444258,1.4601547,0.001176876399883455,0.03472226708306149
320,ZNF208,3.2351315,1.0499961,0.0012158675060630906,0.035738631065513234
321,NBPF14,3.2301817,1.0821576,0.0012371156301123187,0.036182949464115315
325,AC012645.3,3.2199523,1.6213481,0.0012821192347195719,0.037131116928939945
327,TOP2B,3.210878,1.0169363,0.0013233017593924372,0.038177678683047306
329,PPTC7,3.192234,1.2341647,0.001411769465130154,0.0402926175156796
331,DHX30,3.1846993,1.0771605,0.0014490445961687231,0.041107932215589386
336,RNF168,3.1675954,1.3733169,0.0015370529016297905,0.04318935671091422
339,KMT2D,3.1517563,1.6110486,0.0016229166974766262,0.04522515089792303
341,CD200R1,3.1424618,2.2485855,0.0016753355654593567,0.04651011035567765
342,WDR91,3.1343772,1.7860607,0.0017221926190574101,0.0476540590710575
343,ARF3,3.1303625,1.0765208,0.001745906919466761,0.04819724095926779
